id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,difficulty,cefr_level,toeic_level,frequency,synonyms,antonyms,word_family,collocations,phrasal_verbs,grammar_pattern,common_mistakes,usage_note,topic,mnemonic,mnemonic_type,memory_tip,is_common,stage,created_at,updated_at
,applicant,noun,người nộp đơn,/ˈæplɪkənt/,Người nộp đơn xin việc.,The applicant submitted a comprehensive resume.,Người ứng tuyển nộp một hồ sơ toàn diện.,,,easy,A2,500,60,"['candidate', 'applier']",[],"['apply', 'application']","['job applicant', 'successful applicant']",[],Common usage,,Từ cơ bản trong tuyển dụng.,Personnel & Human Resources,,,Applicant = người nộp đơn xin việc.,True,2,,
,apply,verb,nộp đơn; áp dụng,/əˈplaɪ/,Nộp đơn xin việc hoặc áp dụng vào thực tế.,You can apply for the position online.,Bạn có thể nộp đơn cho vị trí này trực tuyến.,,,easy,A1,400,95,"['submit', 'request', 'implement']","['reject', 'withdraw']","['application', 'applicant']","['apply for a job', 'apply for a loan']",[],apply for + N,,Động từ cơ bản trong tuyển dụng.,Personnel & Human Resources,,,Apply = nộp đơn hoặc dùng cái gì đó.,True,1,,
,appoint,verb,bổ nhiệm; chỉ định,/əˈpɔɪnt/,Chọn ai đó cho một vị trí.,The board appointed a new CEO.,Hội đồng bổ nhiệm một CEO mới.,,,medium,B2,600,45,"['assign', 'designate', 'nominate']","['dismiss', 'remove']","['appointment', 'appointed']","['appoint someone', 'appoint to a position']",[],appoint + N + to + N,,Dùng trong bổ nhiệm chức vụ.,Personnel & Human Resources,,,Appoint = chọn ai đó cho một vị trí.,True,3,,
,appointment,noun,cuộc hẹn,/əˈpɔɪntmənt/,Một sự sắp xếp để gặp ai đó.,I have an appointment with the client.,Tôi có cuộc hẹn với khách hàng.,,,easy,A2,500,70,"['meeting', 'engagement', 'arrangement']",[],"['appoint', 'appointed']","['make an appointment', 'cancel appointment']",[],have/make an appointment,,Từ cơ bản trong lịch trình.,General Business Operations,,,Appointment = cuộc hẹn.,True,2,,
,appraisal,noun,đánh giá,/əˈpreɪzl/,Một đánh giá về chất lượng hoặc hiệu suất.,The annual performance appraisal is next week.,Đánh giá hiệu suất hàng năm vào tuần tới.,,,medium,B2,600,30,"['evaluation', 'assessment', 'review']",[],"['appraise', 'appraiser']","['performance appraisal', 'property appraisal']",[],Common usage,,Quan trọng trong HR.,Personnel & Human Resources,,,Appraisal = việc đánh giá.,True,3,,
,appreciation,noun,sự đánh giá cao,/əˌpriːʃiˈeɪʃn/,Sự ghi nhận giá trị của cái gì đó.,The employee received appreciation for dedication.,Nhân viên nhận được sự ghi nhận vì sự tận tâm.,,,medium,B2,600,40,"['recognition', 'gratitude', 'acknowledgment']","['depreciation', 'criticism']","['appreciate', 'appreciative']","['show appreciation', 'express appreciation']",[],show/express appreciation,,Có nghĩa nhân sự (ghi nhận).,Personnel & Human Resources,,,Appreciation = ghi nhận hoặc tăng giá trị.,True,3,,
,apprehensive,adjective,lo lắng; băn khoăn,/ˌæprɪˈhensɪv/,Cảm thấy lo lắng về tương lai.,Employees are apprehensive about restructuring.,Nhân viên lo lắng về việc tái cơ cấu.,,,medium,B2,700,20,"['anxious', 'worried', 'concerned']","['confident', 'relaxed']","['apprehend', 'apprehension']","['apprehensive about', 'feel apprehensive']",[],apprehensive about + N,,Trang trọng hơn 'anxious'.,General Business Operations,,,Apprehensive = lo lắng về điều sắp xảy ra.,False,4,,
,apprentice,noun,thực tập sinh,/əˈprentɪs/,Người học một nghề nghiệp thông qua thực hành.,The company offers apprenticeship programs.,Công ty cung cấp chương trình học việc.,,,medium,B2,600,25,"['trainee', 'intern', 'learner']","['expert', 'master']","['apprenticeship', 'apprenticed']","['apprentice program', 'serve as apprentice']",[],Common usage,,Dùng trong đào tạo nghề.,Personnel & Human Resources,,,Apprentice = người học nghề.,False,3,,
,approach,verb,tiếp cận; giải quyết,/əˈprəʊtʃ/,Đến gần ai đó hoặc bắt đầu giải quyết vấn đề.,We need to approach this problem systematically.,Chúng ta cần giải quyết vấn đề này một cách có hệ thống.,,,medium,B1,500,65,"['near', 'confront', 'tackle']","['avoid', 'retreat']","['approachable', 'approaching']","['approach a problem', 'approach a client']",[],approach + N,,Dùng trong bán hàng và giải quyết vấn đề.,Sales & Marketing,,,Approach = đến gần hoặc bắt đầu giải quyết.,True,2,,
,approve,verb,phê duyệt; chấp thuận,/əˈpruːv/,Đồng ý chính thức một cái gì đó.,The manager approved the budget proposal.,Giám đốc phê duyệt đề xuất ngân sách.,,,easy,A2,500,85,"['authorize', 'sanction', 'accept']","['reject', 'deny', 'disapprove']","['approval', 'approved']","['approve a request', 'approve a plan']",[],approve + N,,Động từ cơ bản trong phê duyệt.,General Business Operations,,,Approve = nói 'có' chính thức.,True,1,,
,arbitrary,adjective,tùy ý; tùy tiện,/ˈɑːbɪtrəri/,Dựa trên sự lựa chọn ngẫu nhiên.,The decision seemed arbitrary.,Quyết định có vẻ tùy ý.,,,medium,B2,700,20,"['random', 'capricious', 'unreasonable']","['logical', 'reasonable', 'systematic']","['arbitrarily', 'arbitrariness']","['arbitrary decision', 'arbitrary rule']",[],Common usage,,Thường mang nghĩa tiêu cực.,General Business Operations,,,Arbitrary = làm theo ý thích.,False,4,,
,archive,verb,lưu trữ,/ˈɑːkaɪv/,Lưu trữ tài liệu hoặc dữ liệu.,Please archive the old project files.,Vui lòng lưu trữ các tệp dự án cũ.,,,medium,B2,600,30,"['store', 'file', 'preserve']","['delete', 'discard']","['archival', 'archived']","['archive data', 'archive documents']",[],archive + N,,Quan trọng trong quản lý tài liệu.,Technical Areas & IT,,,Archive = lưu trữ để dùng sau.,True,3,,
,arrangement,noun,sắp xếp; sự bố trí,/əˈreɪndʒmənt/,Một kế hoạch hoặc sự sắp xếp.,We made special arrangements for the guests.,Chúng tôi thực hiện sự sắp xếp đặc biệt cho khách.,,,medium,B1,500,50,"['preparation', 'organization', 'agreement']","['disorder', 'confusion']","['arrange', 'arranged']","['make arrangements', 'special arrangements']",[],make arrangements for + N,,Dùng trong tổ chức sự kiện.,General Business Operations,,,Arrangement = sự bố trí hoặc thỏa thuận.,True,2,,
,arrive,verb,đến; tới,/əˈraɪv/,Đến một nơi nào đó.,The delegation will arrive tomorrow.,Phái đoàn sẽ đến vào ngày mai.,,,easy,A1,400,95,"['reach', 'get to', 'come']","['depart', 'leave']","['arrival', 'arrived']","['arrive at', 'arrive in', 'arrive on time']",[],arrive at/in + N,"Thường nhầm giới từ: 'arrive at' (địa điểm cụ thể), 'arrive in' (thành phố) - cấu trúc khác nhau cho ngữ cảnh khác nhau.",Động từ cơ bản trong du lịch.,Travel & Transportation,,,Arrive = đến nơi.,True,1,,
,as needed,phrase,khi cần thiết,/æz ˈniːdɪd/,Khi cần thiết hoặc khi yêu cầu.,Staff can work from home as needed.,Nhân viên có thể làm việc từ xa khi cần thiết.,,,easy,A2,500,45,"['when necessary', 'as required', 'if needed']","['always', 'never']",[],"['available as needed', 'use as needed']",[],Common usage,,Dùng trong chính sách linh hoạt.,General Business Operations,,,"As needed = tùy lúc, không cố định.",True,2,,
,ascertain,verb,xác định; làm rõ,/ˌæsəˈteɪn/,Tìm ra hoặc xác định một cái gì đó chắc chắn.,We need to ascertain the cause of the delay.,Chúng ta cần xác định nguyên nhân của sự chậm trễ.,,,medium,B2,700,20,"['determine', 'establish', 'find out']","['guess', 'assume']","['ascertainable', 'ascertainment']","['ascertain the facts', 'ascertain the truth']",[],ascertain + N,,"Trang trọng, dùng trong điều tra.",General Business Operations,,,Ascertain = tìm ra cho chắc chắn.,False,4,,
,aspect,noun,khía cạnh; phương diện,/ˈæspekt/,Một phần hoặc đặc điểm của một cái gì đó.,We need to consider every aspect of the proposal.,Chúng ta cần xem xét mọi khía cạnh của đề xuất.,,,medium,B1,500,55,"['feature', 'element', 'facet']",[],['aspectual'],"['every aspect', 'important aspect']",[],aspect of + N,,Dùng khi phân tích chi tiết.,General Business Operations,,,Aspect = một phần hoặc góc nhìn.,True,2,,
,assemble,verb,lắp ráp; tập hợp,/əˈsembl/,Ghép các phần lại với nhau.,Workers assemble products in the factory.,Công nhân lắp ráp sản phẩm trong nhà máy.,,,medium,B1,500,45,"['put together', 'gather', 'construct']","['disassemble', 'scatter']","['assembly', 'assembled']","['assemble a team', 'assemble products']",[],assemble + N,,Dùng trong sản xuất.,Manufacturing & Production,,,Assemble = lắp ráp hoặc tập hợp.,True,2,,
,assess,verb,đánh giá; thẩm định,/əˈses/,Đánh giá hoặc xác định chất lượng.,The consultant will assess our processes.,Chuyên gia tư vấn sẽ đánh giá quy trình của chúng tôi.,,,medium,B2,600,50,"['evaluate', 'appraise', 'analyze']","['guess', 'ignore']","['assessment', 'assessor']","['assess the situation', 'assess performance']",[],assess + N,Thường nhầm với 'access' (truy cập) - hai từ phát âm giống nhau.,Quan trọng trong quản lý.,General Business Operations,,,Assess = xem xét và đánh giá.,True,3,,
,asset,noun,tài sản,/ˈæset/,Một cái gì đó có giá trị cho tổ chức.,Intellectual property is a valuable asset.,Sở hữu trí tuệ là tài sản quý giá.,,,easy,B1,500,60,"['resource', 'possession', 'property']","['liability', 'debt']",['assets'],"['valuable asset', 'fixed asset', 'current asset']",[],Common usage,,Từ cơ bản trong tài chính.,Finance & Banking,,,Asset = cái có giá trị.,True,2,,
,assignment,noun,nhiệm vụ,/əˈsaɪnmənt/,Một nhiệm vụ được giao cho ai đó.,The employee completed the assignment.,Nhân viên hoàn thành nhiệm vụ.,,,easy,A2,500,55,"['task', 'job', 'duty']",[],"['assign', 'assigned']","['complete assignment', 'new assignment']",[],Common usage,,Từ cơ bản trong quản lý công việc.,General Business Operations,,,Assignment = công việc được giao.,True,2,,
,assist,verb,hỗ trợ; giúp đỡ,/əˈsɪst/,Giúp đỡ hoặc hỗ trợ ai đó.,Please assist the customers with inquiries.,Vui lòng hỗ trợ khách hàng với các thắc mắc.,,,easy,A1,400,90,"['help', 'aid', 'support']","['hinder', 'obstruct']","['assistance', 'assistant']","['assist with', 'assist someone']",[],assist + N + with + N,,Động từ cơ bản trong dịch vụ.,General Business Operations,,,Assist = giúp đỡ ai đó.,True,1,,
,association,noun,hiệp hội; sự liên kết,/əˌsəʊsiˈeɪʃn/,Một tổ chức chính thức hoặc mối quan hệ.,The trade association represents manufacturers.,Hiệp hội thương mại đại diện cho các nhà sản xuất.,,,medium,B1,500,45,"['organization', 'society', 'connection']","['disconnection', 'separation']","['associate', 'associated']","['trade association', 'professional association']",[],Common usage,,Dùng trong mô tả tổ chức.,General Business Operations,,,Association = hiệp hội hoặc mối quan hệ.,True,2,,
,assume,verb,giả định; cho rằng,/əˈsjuːm/,Cho rằng một cái gì đó là đúng.,We assume the project will be completed on time.,Chúng tôi giả định dự án sẽ hoàn thành đúng hạn.,,,medium,B1,500,60,"['suppose', 'presume', 'take for granted']","['verify', 'confirm']","['assumption', 'assumed']","['assume responsibility', 'safe to assume']",[],assume + N/that clause,,Có nghĩa 'giả định' hoặc 'nhận trách nhiệm'.,General Business Operations,,,Assume = cho là đúng hoặc nhận việc.,True,2,,
,assurance,noun,sự đảm bảo,/əˈʃʊərəns/,Một lời hứa chắc chắn.,The company provided quality assurance.,Công ty cung cấp đảm bảo chất lượng.,,,medium,B2,600,35,"['guarantee', 'confidence', 'certainty']","['doubt', 'uncertainty']","['assure', 'assured']","['quality assurance', 'give assurance']",[],Common usage,,Dùng trong QA và cam kết.,General Business Operations,,,Assurance = lời hứa hoặc sự tự tin.,True,3,,
,attain,verb,đạt được,/əˈteɪn/,Đạt được sau nỗ lực.,The company attained its sales target.,Công ty đạt mục tiêu doanh số.,,,medium,B2,600,30,"['achieve', 'accomplish', 'reach']","['fail', 'miss']","['attainment', 'attainable']","['attain a goal', 'attain success']",[],attain + N,,Trang trọng hơn 'achieve'.,General Business Operations,,,Attain = đạt được sau nỗ lực.,True,3,,
,attainment,noun,sự đạt được; trình độ,/əˈteɪnmənt/,Hành động đạt được hoặc trình độ đã đạt.,Educational attainment is important for careers.,Trình độ giáo dục quan trọng cho sự nghiệp.,,,medium,B2,700,20,"['achievement', 'accomplishment', 'level']","['failure', 'shortcoming']","['attain', 'attainable']","['educational attainment', 'level of attainment']",[],Common usage,,Dùng trong giáo dục.,Personnel & Human Resources,,,Attainment = trình độ hoặc thành tựu đã đạt.,False,4,,
,attend,verb,tham dự,/əˈtend/,Có mặt tại một sự kiện.,All managers must attend the meeting.,Tất cả giám đốc phải tham dự cuộc họp.,,,easy,A1,400,95,"['be present at', 'go to', 'take part in']","['miss', 'skip', 'absent from']","['attendance', 'attendant']","['attend a meeting', 'attend a conference']",[],attend + N,,Động từ cơ bản trong lịch trình.,General Business Operations,,,Attend = có mặt tại sự kiện.,True,1,,
,attendee,noun,người tham dự,/ˌatenˈdiː/,Người có mặt tại một sự kiện.,Conference attendees received materials.,Người tham dự hội nghị nhận được tài liệu.,,,medium,B2,600,25,"['participant', 'delegate', 'guest']","['absentee', 'non-attendee']","['attend', 'attendance']","['conference attendee', 'event attendee']",[],Common usage,,Dùng trong tổ chức sự kiện.,General Business Operations,,,Attendee = người đến dự sự kiện.,True,3,,
,attentive,adjective,chú ý; chăm chú,/əˈtentɪv/,Chú ý hoặc quan tâm cẩn thận.,The attentive staff ensured satisfaction.,Nhân viên ân cần đảm bảo sự hài lòng.,,,medium,B2,600,30,"['observant', 'careful', 'considerate']","['inattentive', 'neglectful']","['attend', 'attention']","['attentive listener', 'attentive service']",[],attentive to + N,,Dùng trong dịch vụ khách hàng.,Sales & Marketing,,,Attentive = chú ý và quan tâm.,True,3,,
,attitude,noun,thái độ,/ˈætɪtjuːd/,Cách suy nghĩ hoặc cảm về một cái gì đó.,A positive attitude is essential for success.,Thái độ tích cực là thiết yếu cho thành công.,,,easy,A2,500,65,"['mindset', 'approach', 'outlook']",[],['attitudinal'],"['positive attitude', 'change attitude']",[],attitude towards/to + N,,Từ cơ bản trong HR.,Personnel & Human Resources,,,Attitude = cách nhìn hoặc cảm về vấn đề.,True,2,,
