id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,topic,topic_url,created_at
60,stay on top of,v.,Nắm bắt tình hình ,/steɪ ɒn tɒp əv/,Have the newest informatiion,"In this industry, you must stay on top of current developments.","Trong ngành công nghiệp này, anh phải nắm bắt được tình hình về các diễn biến hiện tại.",https://audio.tflat.vn/data/cache/images/300x225/s/t/stay_on_top_of2.jpg,https://audio.tflat.vn/audio/s/t/stay_on_top_of.mp3,Office Technology,https://tienganhtflat.com/blog/toeic-words-office-technology,2026-07-24 17:22:34.132489
61,stock,v.,Trữ hàng,/stɒk/,a supply of goods that is available for sale,The employees stocked the shelves on a weekly basis.,Các nhân viên trữ hàng lên kệ căn cứ theo mỗi tuần.,https://audio.tflat.vn/data/cache/images/300x225/s/t/stock1.png,https://audio.tflat.vn/audio/s/t/stock.mp3,Office Technology,https://tienganhtflat.com/blog/toeic-words-office-technology,2026-07-24 17:22:34.132489
62,conduct,v.,"Tiến hành, cư xử",/'kɔndəkt/,to organize and / or do a particular activity,Interviews were conducted over a period of three weeks.,Các cuộc phỏng vấn được tổ chức trong suốt giai đoạn kéo dài 3 tuần.,https://audio.tflat.vn/data/cache/images/300x225/c/o/conduct1.jpg,https://audio.tflat.vn/audio/c/o/conduct.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
320,turnover,n.,"Doanh số, doanh thu",/ˈtɜːnəʊvə(r)/,the total amount of goods or services sold by a company during a particular period of time.,An annual turnover of $75 million.,Doanh thu hàng năm là $ 75.000.000.,https://audio.tflat.vn/data/cache/images/300x225/t/u/turnover1.jpg,https://audio.tflat.vn/audio/t/u/turnover.mp3,Accounting,https://tienganhtflat.com/blog/toeic-words-accounting,2026-07-24 17:22:34.132489
63,generate,v.,"Làm ra, tạo ra, phát ra",/'dʤenəreit/,to produce or create something,The new training program generated a lot of interest among employees.,Chương trình huấn luyện mới đã tạo ra nhiều lợi ích cho mỗi nhân viên.,https://audio.tflat.vn/data/cache/images/300x225/g/e/generate1.png,https://audio.tflat.vn/audio/g/e/generate.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
64,hire,v.,"Thuê, mướn; tiền trả công",/'haiə/,to give somebody a job,She was hired after her third interview.,Cô ta đã được thuê sau lần phỏng vấn thứ ba.,https://audio.tflat.vn/data/cache/images/300x225/h/i/hire1.jpg,https://audio.tflat.vn/audio/h/i/hire.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
65,keep up with,v.,"Theo kịp, bắt kịp, đạt cho bằng được",/kiːp ʌp wɪð/,to stay equal with,Employees are encouraged to take courses in order to keep up with new developments.,Nhân viên được khuyến khích tham dự các khóa đào tạo để theo kịp sự phát triển mới.,https://audio.tflat.vn/data/cache/images/300x225/k/e/keep_up_with.jpg,https://audio.tflat.vn/audio/k/e/keep_up_with.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
66,look up to,v.,"Tôn kính, kính trọng, khâm phục",/lʊk ʌp tuː/,to admire,Staff members look up to the director because he has earned their respect over the years.,Tập thể nhân viên tôn kính người giám đốc vì ông đã được hưởng sự kính trọng của họ suốt những năm qua.,https://audio.tflat.vn/data/cache/images/300x225/l/o/look_up_to.jpg,https://audio.tflat.vn/audio/l/o/look_up_to.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
67,mentor,n.,Thầy hướng dẫn,/'mentɔ:/,"a person who gives a younger or less experienced person help and advice over a period of time, especially at work or school",She is a friend and mentor to many children.,Cô ấy là một người bạn và người hướng dẫn của nhiều đứa trẻ.,https://audio.tflat.vn/data/cache/images/300x225/m/e/mentor1.png,https://audio.tflat.vn/audio/m/e/mentor.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
68,on track,n.,"Theo dõi, đi tìm",/ɒn trak/,an experienced person who advises and helps somebody with less experience,They're on track to make record profits,Họ đi tìm cách để tạo ra lợi nhuận đột phá.,https://audio.tflat.vn/data/cache/images/300x225/o/n/on_track.jpg,https://audio.tflat.vn/audio/o/n/on_track.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
69,reject,n.,"Đồ thừa, đồ bỏ, phế phẩm",/'ri:dʤekt/,to refuse to accept or consider something,We put the rejects in this box.,Chúng tôi để những phế phẩm vào trong hộp này.,https://audio.tflat.vn/data/images_example/300x225/w/e/we_put_the_ex1_56248d157f8b9a040dc65eb8.jpg,https://audio.tflat.vn/audio/r/e/reject.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
70,set up,v.,"Thiết lập, tạo dựng",/'setʌp/,"to establish, to arrange",You should set up a time and place for the meeting and then inform everyone who is involved.,Bạn nên thiết lập một thời gian và địa điểm cho cuộc họp và sau đó thông báo cho tất cả những người có liên quan.,https://audio.tflat.vn/data/cache/images/300x225/s/e/set_up.jpg,https://audio.tflat.vn/audio/s/e/set_up.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
71,success,n.,"‹sự/người› thành công, thành đạt, thắng lợi",/sək'ses/,the fact that you have achieved something that you want and have been trying to do,The director's success came after years of hiring the right people at the right time.,Thành công của giám đốc đã đến sau hàng năm trời thuê đúng người vào đúng thời điểm.,https://audio.tflat.vn/data/cache/images/300x225/s/u/success1.jpg,https://audio.tflat.vn/audio/s/u/success.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
72,training,n.,"‹sự› rèn luyện, tập luyện, huấn luyện, dạy dỗ, đào tạo",/'treiniɳ/,the process of learning the skills that you need to do a job,"The new hire received such good training that, within a week, she was as productive as the other workers.","Người nhân viên mới nhận được sự huấn luyện tốt đến nỗi, trong vòng một tuần, cô đã có năng suất như là các công nhân khác.",https://audio.tflat.vn/data/cache/images/300x225/t/r/training1.png,https://audio.tflat.vn/audio/t/r/training.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
73,update,v.,Cập nhật,/'ʌpdeit/,to make something more modern by adding new parts,The personnel officer updated the employees on the latest personnel changes.,Thư ký văn phòng cập nhật cho nhân viên biết những thay đổi nhân sự mới nhất.,https://audio.tflat.vn/data/cache/images/300x225/u/p/update1.jpg,https://audio.tflat.vn/audio/u/p/update.mp3,Hiring and Training,https://tienganhtflat.com/blog/toeic-words-hiring-and-training,2026-07-24 17:22:34.132489
74,diversify,v.,"Đa dạng hóa, thay đổi",/dai'və:sifai/,"to develop a wider range of products, interests, skills",The consultant that we hired recommends that we don't diversify at this time.,Nhà tư vấn mà chúng tôi thuê khuyên rằng chúng tôi không được thay đổi vào lúc này.,https://audio.tflat.vn/data/cache/images/300x225/d/i/diversify1.jpg,https://audio.tflat.vn/audio/d/i/diversify.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
75,enterprise,n.,"Hãng, công ty, xí nghiệp",/'entəpraiz/,a company or business,The new enterprise quickly established an account with the office supply store.,"Công ty mới thiết lập một cách nhanh chóng bản thanh toán với cửa hàng đồ dùng văn phòng (bàn ghế, văn phòng phẩm, máy fax...).",https://audio.tflat.vn/data/cache/images/300x225/e/n/enterprise1.jpg,https://audio.tflat.vn/audio/e/n/enterprise.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
76,essentially,adv.,Về cơ bản,/ɪˈsenʃəli/,"when you think about the true, important, or basic nature of someone or something","He was, essentially, a teacher, not a manager.",Về cơ bản thì anh ấy như là 1 giáo viên chứ không phải người quản lý.,https://audio.tflat.vn/data/cache/images/300x225/e/s/essentially1.jpg,https://audio.tflat.vn/audio/e/s/essentially.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
77,everyday,adj.,"Hàng ngày, thường ngày, thông thường",/'evridei/,"routine, common",This everyday routine of having to check inventory is boring.,Công việc thường ngày phải kiểm tra hàng tồn kho thì thật chán.,https://audio.tflat.vn/data/cache/images/300x225/e/v/everyday1.jpg,https://audio.tflat.vn/audio/e/v/everyday.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
618,certificate,noun,chứng chỉ,/sərˈtɪfɪkət/,an official document proving something,She received a training certificate.,Cô ấy nhận được chứng chỉ đào tạo.,,,Education,,2026-07-24 17:36:44.573617
78,function,n.,"Chức năng, nhiệm vụ",/fʌŋkʃn/,a special activity or purpose of a person or thing,What is the function of this device?,Chức năng của thiết bị này là gì?,https://audio.tflat.vn/data/cache/images/300x225/f/u/function1.png,https://audio.tflat.vn/audio/f/u/function.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
79,maintain,v.,Duy trì,/men'tein/,"to make something continue at the same level, standard, etc.",Combining physical activity with a healthy diet is the best way to maintain a healthy body weight.,Kết hợp hoạt động thể chất với chế độ ăn uống lành mạnh là cách tốt nhất để duy trì trọng lượng cơ thể khỏe mạnh.,https://audio.tflat.vn/data/cache/images/300x225/m/a/maintain2.jpg,https://audio.tflat.vn/audio/m/a/maintain.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
80,obtain,v.,"Giành được, kiếm được (to acquire)",/əb'tein/,"to get something, especially by making an effort",In the second experiment they obtained a very clear result.,"Ở thí nghiệm thứ hai, họ đạt được kết quả rất rõ ràng.",https://audio.tflat.vn/data/cache/images/300x225/o/b/obtain1.png,https://audio.tflat.vn/audio/o/b/obtain.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
81,prerequisite,adj.,"(điều/điều kiện) tiên quyết, cần trước hết, đòi hỏi trước hết",/'pri:'rekwizit/,something that must exist or happen before something else can happen or be done,Here are the prerequisites that you need to purchase before coming to class.,Đây là những thứ đòi hỏi trước hết mà bạn cần phải sắm trước khi vào lớp học.,https://audio.tflat.vn/data/images_example/300x225/h/e/here_are_t_ex1_580de4687f8b9a84688b459f.jpg,https://audio.tflat.vn/audio/p/r/prerequisite.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
82,quality,n.,"Chất lượng, phẩm chất",/'kwɔliti/,the standard of something when it is compared to other things like it; how good or bad something is,The quality of their clothes has fallen ever since they started using cheaper fabrics to make them.,Chất lượng quần áo của họ đã bị sa sút kể từ khi họ bắt đầu dùng các loại vải rẻ tiền hơn để làm ra chúng.,https://audio.tflat.vn/data/cache/images/300x225/q/u/quality1.jpg,https://audio.tflat.vn/audio/q/u/quality.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
83,smooth,adj.,"Hòa nhã, lễ độ",/smu:ð/,"completely flat and even, without any lumps, holes, or rough areas",Her smooth manner won her the appreciation of the manager but not her colleagues.,"Thái độ hòa nhã của cô ta đã thu được sự đánh giá cao của giám đốc, nhưng không (thu phục) được đồng nghiệp.",https://audio.tflat.vn/data/cache/images/300x225/s/m/smooth1.jpg,https://audio.tflat.vn/audio/s/m/smooth.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
84,source,n.,"Nguồn, nguồn gốc",/sɔ:s/,"a place, person, or thing that you get something from",He got this information from different sources.,Anh ta nhận được thông tin này từ các nguồn khác nhau.,https://audio.tflat.vn/data/images_example/300x225/h/e/he_got_thi_ex1_56248d017f8b9afc0c298321.jpg,https://audio.tflat.vn/audio/s/o/source.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
85,stationery,n.,Đồ dùng văn phòng (giấy để viết và bao thư),/'steiʃnəri/,"﻿ materials for writing and for using in an office, for example paper, pens, and envelopes","We do not have enough stationery, so please order some more.","Chúng ta không có đủ giấy và bao thư, vậy hãy đặt hàng thêm một ít nữa.",https://audio.tflat.vn/data/cache/images/300x225/s/t/stationery1.png,https://audio.tflat.vn/audio/s/t/stationery.mp3,Ordering Supplies,https://tienganhtflat.com/blog/toeic-words-ordering-supplies,2026-07-24 17:22:34.132489
86,marketing,n.,Ngành tiếp thị,/ˈmɑːkɪtɪŋ/,,She works in sales and marketing.,Cô ấy bán hàng và tiếp thị.,https://audio.tflat.vn/data/cache/images/300x225/m/a/marketing1.jpg,https://audio.tflat.vn/audio/m/a/marketing.mp3,Marketing,https://tienganhtflat.com/blog/toeic-words-marketing,2026-07-24 17:22:34.132489
87,attract,v.,"Hấp dẫn, lôi cuốn, thu hút",/ə'trækt/,to draw by appeal,The display attracted a number of people at the convention.,Việc trưng bày đã thu hút được một số người tại hội nghị.,https://audio.tflat.vn/data/cache/images/300x225/a/t/attract1.png,https://audio.tflat.vn/audio/a/t/attract.mp3,Marketing,https://tienganhtflat.com/blog/toeic-words-marketing,2026-07-24 17:22:34.132489
88,compare,v.,So sánh,/kəm'peə/,to examine people or things to see how they are similar and how they are different,Some parents want to compare their children with others’.,Nhiều bậc cha mẹ thích so sánh con của họ với con của người khác.,https://audio.tflat.vn/data/cache/images/300x225/c/o/compare1.png,https://audio.tflat.vn/audio/c/o/compare.mp3,Marketing,https://tienganhtflat.com/blog/toeic-words-marketing,2026-07-24 17:22:34.132489
