id,group_id,question_number,question_text,correct_answer,explanation,display_order
480,254,80,What type of announcement 13?,C,service change,1
481,254,81,Which gate for flight 13?,D,Gate 14,2
482,254,82,What should passengers do 13?,C,Proceed to gate,3
483,255,83,What type of announcement 14?,B,safety notice,1
484,255,84,Which gate for flight 14?,A,Gate 15,2
485,255,85,What should passengers do 14?,A,Proceed to gate,3
486,256,86,What type of announcement 15?,C,flight departure,1
487,256,87,Which gate for flight 15?,A,Gate 16,2
488,256,88,What should passengers do 15?,A,Proceed to gate,3
489,257,89,What type of announcement 16?,C,weather alert,1
490,257,90,Which gate for flight 16?,C,Gate 17,2
491,257,91,What should passengers do 16?,C,Proceed to gate,3
492,258,92,What type of announcement 17?,A,facility update,1
493,258,93,Which gate for flight 17?,A,Gate 18,2
494,258,94,What should passengers do 17?,C,Proceed to gate,3
495,259,95,What type of announcement 18?,B,service change,1
496,259,96,Which gate for flight 18?,D,Gate 19,2
497,259,97,What should passengers do 18?,D,Proceed to gate,3
498,260,98,What type of announcement 19?,C,safety notice,1
499,260,99,Which gate for flight 19?,B,Gate 20,2
500,260,100,What should passengers do 19?,D,Proceed to gate,3
501,261,101,The business meeting 30 requires proper prepositions usage.,A,prepositions,1
502,262,102,The project timeline 31 requires proper verb tenses usage.,D,verb tenses,1
503,263,103,The team collaboration 32 requires proper articles usage.,C,articles,1
504,264,104,The budget allocation 33 requires proper pronouns usage.,A,pronouns,1
505,265,105,The resource management 34 requires proper conjunctions usage.,A,conjunctions,1
506,266,106,The business meeting 35 requires proper prepositions usage.,B,prepositions,1
507,267,107,The project timeline 36 requires proper verb tenses usage.,B,verb tenses,1
508,268,108,The team collaboration 37 requires proper articles usage.,B,articles,1
509,269,109,The budget allocation 38 requires proper pronouns usage.,D,pronouns,1
510,270,110,The resource management 39 requires proper conjunctions usage.,D,conjunctions,1
511,271,111,The business meeting 40 requires proper prepositions usage.,A,prepositions,1
512,272,112,The project timeline 41 requires proper verb tenses usage.,B,verb tenses,1
513,273,113,The team collaboration 42 requires proper articles usage.,D,articles,1
514,274,114,The budget allocation 43 requires proper pronouns usage.,D,pronouns,1
515,275,115,The resource management 44 requires proper conjunctions usage.,D,conjunctions,1
516,276,116,The business meeting 45 requires proper prepositions usage.,B,prepositions,1
517,277,117,The project timeline 46 requires proper verb tenses usage.,D,verb tenses,1
518,278,118,The team collaboration 47 requires proper articles usage.,B,articles,1
519,279,119,The budget allocation 48 requires proper pronouns usage.,C,pronouns,1
520,280,120,The resource management 49 requires proper conjunctions usage.,B,conjunctions,1
521,281,121,The business meeting 50 requires proper prepositions usage.,A,prepositions,1
522,282,122,The project timeline 51 requires proper verb tenses usage.,D,verb tenses,1
523,283,123,The team collaboration 52 requires proper articles usage.,A,articles,1
524,284,124,The budget allocation 53 requires proper pronouns usage.,D,pronouns,1
525,285,125,The resource management 54 requires proper conjunctions usage.,B,conjunctions,1
526,286,126,The business meeting 55 requires proper prepositions usage.,A,prepositions,1
527,287,127,The project timeline 56 requires proper verb tenses usage.,B,verb tenses,1
528,288,128,The team collaboration 57 requires proper articles usage.,C,articles,1
529,289,129,The budget allocation 58 requires proper pronouns usage.,A,pronouns,1
530,290,130,The resource management 59 requires proper conjunctions usage.,A,conjunctions,1
531,291,131,Blank 1 in email 4,A,concerns,1
532,291,132,Blank 2 in email 4,A,review,2
533,291,133,Blank 3 in email 4,B,respond,3
534,291,134,Blank 4 in email 4,C,accordingly,4
535,292,135,Blank 1 in memo 5,A,concerns,1
536,292,136,Blank 2 in memo 5,A,review,2
537,292,137,Blank 3 in memo 5,C,respond,3
538,292,138,Blank 4 in memo 5,D,accordingly,4
539,293,139,Blank 1 in notice 6,C,concerns,1
540,293,140,Blank 2 in notice 6,D,review,2
541,293,141,Blank 3 in notice 6,A,respond,3
542,293,142,Blank 4 in notice 6,B,accordingly,4
543,294,143,Blank 1 in training 7,B,concerns,1
544,294,144,Blank 2 in training 7,C,review,2
545,294,145,Blank 3 in training 7,C,respond,3
546,294,146,Blank 4 in training 7,D,accordingly,4
547,295,147,What is this email about?,A,The regarding the travel arrangements,1
548,295,148,Who sent this email?,A,Company Name,2
549,295,149,What should the reader do?,D,Read carefully,3
550,295,150,What is this email about?,A,The regarding the travel arrangements,4
551,296,151,What is this notice about?,C,The about the conference registration,1
552,296,152,Who sent this notice?,B,Company Name,2
553,296,153,What should the reader do?,C,Read carefully,3
554,297,154,What is this advertisement about?,B,The concerning the data backup,1
555,297,155,Who sent this advertisement?,A,Company Name,2
556,297,156,What should the reader do?,A,Read carefully,3
557,297,157,What is this advertisement about?,D,The concerning the data backup,4
558,298,158,What is this schedule about?,A,The regarding the software license,1
559,298,159,Who sent this schedule?,B,Company Name,2
560,298,160,What should the reader do?,A,Read carefully,3
561,299,161,What is this invoice about?,B,The about the maintenance schedule,1
562,299,162,Who sent this invoice?,C,Company Name,2
563,299,163,What should the reader do?,D,Read carefully,3
564,299,164,What is this invoice about?,B,The about the maintenance schedule,4
565,300,165,What is this email about?,A,The concerning the quality control,1
566,300,166,Who sent this email?,B,Company Name,2
567,300,167,What should the reader do?,D,Read carefully,3
568,301,168,What is this notice about?,D,The regarding the customer feedback,1
569,301,169,Who sent this notice?,A,Company Name,2
570,301,170,What should the reader do?,C,Read carefully,3
571,301,171,What is this notice about?,B,The regarding the customer feedback,4
572,302,172,What is this advertisement about?,D,The about the marketing campaign,1
573,302,173,Who sent this advertisement?,C,Company Name,2
574,302,174,What should the reader do?,A,Read carefully,3
575,303,175,What is this schedule about?,C,The concerning the inventory check,1
576,303,176,Who sent this schedule?,B,Company Name,2
577,303,177,What should the reader do?,A,Read carefully,3
578,303,178,What is this schedule about?,B,The concerning the inventory check,4
579,304,179,What is this invoice about?,B,The regarding the partnership agreement,1
580,304,180,Who sent this invoice?,B,Company Name,2
581,304,181,What should the reader do?,B,Read carefully,3
582,305,182,What is this email about?,C,The about the employee benefits,1
583,305,183,Who sent this email?,C,Company Name,2
584,305,184,What should the reader do?,C,Read carefully,3
585,305,185,What is this email about?,C,The about the employee benefits,4
586,306,186,What is this notice about?,C,The concerning the safety inspection,1
587,306,187,Who sent this notice?,D,Company Name,2
588,306,188,What should the reader do?,C,Read carefully,3
589,307,189,What is this advertisement about?,D,The regarding the website update,1
590,307,190,Who sent this advertisement?,A,Company Name,2
591,307,191,What should the reader do?,B,Read carefully,3
592,307,192,What is this advertisement about?,B,The regarding the website update,4
593,308,193,What is this schedule about?,D,The about the mobile app launch,1
594,308,194,Who sent this schedule?,C,Company Name,2
595,308,195,What should the reader do?,B,Read carefully,3
596,308,196,What is this schedule about?,C,The about the mobile app launch,4
597,309,197,What is this invoice about?,A,The concerning the network security,1
598,309,198,Who sent this invoice?,B,Company Name,2
599,309,199,What should the reader do?,B,Read carefully,3
600,309,200,What is this invoice about?,D,The concerning the network security,4
601,310,1,,A,Two doctors are discussing a patient case in a hospital nearby,1
602,311,2,,C,Several nurses are caring for patients in a ward in the background,1
603,312,3,,C,A team of scientists is conducting experiments in a lab currently,1
604,313,4,,D,A woman is designing a building blueprint at her desk,1
605,314,5,,C,A man is programming software on multiple computers with colleagues,1
606,315,6,,B,Two artists are painting murals on a wall nearby,1
607,316,13,Can I use this outdoors?,A,Weather-resistant,1
608,317,14,What's the power consumption?,D,Energy Star certified,1
609,318,15,Do you offer maintenance?,A,Included in price,1
610,319,16,What's the frequency range?,B,20Hz to 20kHz,1
611,320,17,Can I connect multiple devices?,D,Up to 5 devices,1
612,321,18,Is the product BPA-free?,D,BPA-free,1
613,322,19,What's the load capacity?,C,300 pounds,1
614,323,20,Do you offer assembly service?,B,Free assembly,1
615,324,21,What's the voltage requirement?,D,110-240V universal,1
616,325,22,Can I use this with my existing system?,A,Compatible,1
617,326,23,What's the coverage area?,D,Up to 5000 sq ft,1
618,327,24,Do you offer training?,A,Included training,1
619,328,25,What's the noise level?,A,Silent operation,1
620,329,26,Can I get a sample?,C,Free sample,1
621,330,27,What's the material composition?,A,100% cotton,1
622,331,28,Do you offer express shipping?,B,Overnight shipping,1
623,332,29,What's the color options?,C,Multiple colors,1
624,333,30,Can I use this in wet conditions?,B,Fully waterproof,1
625,334,31,What's the speed rating?,D,High speed,1
626,335,32,Do you have a loyalty program?,D,Rewards program,1
627,336,33,What's the capacity?,C,Large capacity,1
628,337,34,Can I rent instead of buy?,C,Rental available,1
629,338,35,What's the height adjustment?,B,Fully adjustable,1
630,339,36,Do you offer trade-in?,C,Trade-in program,1
631,340,37,What's the connectivity options?,C,"WiFi, Bluetooth, USB",1
632,341,32,What is the status of client meeting 26?,B,On track,1
633,341,33,What needs to be done for client meeting 26?,B,Finalize the report,2
634,341,34,Who is working on client meeting 26?,A,The team,3
635,342,35,What is the status of team collaboration 27?,C,On track,1
636,342,36,What needs to be done for team collaboration 27?,A,Finalize the report,2
637,342,37,Who is working on team collaboration 27?,C,The team,3
638,343,38,What is the status of budget approval 28?,B,On track,1
639,343,39,What needs to be done for budget approval 28?,A,Finalize the report,2
640,343,40,Who is working on budget approval 28?,C,The team,3
641,344,41,What is the status of product launch 29?,C,On track,1
642,344,42,What needs to be done for product launch 29?,D,Finalize the report,2
643,344,43,Who is working on product launch 29?,A,The team,3
644,345,44,What is the status of project deadline 30?,B,On track,1
645,345,45,What needs to be done for project deadline 30?,D,Finalize the report,2
646,345,46,Who is working on project deadline 30?,D,The team,3
647,346,47,What is the status of client meeting 31?,B,On track,1
648,346,48,What needs to be done for client meeting 31?,B,Finalize the report,2
649,346,49,Who is working on client meeting 31?,B,The team,3
650,347,50,What is the status of team collaboration 32?,A,On track,1
651,347,51,What needs to be done for team collaboration 32?,D,Finalize the report,2
652,347,52,Who is working on team collaboration 32?,A,The team,3
653,348,53,What is the status of budget approval 33?,A,On track,1
